#{"t_start": 1726147402.2825823, "env_id": "None"}
r,l,t
212.494853,131,1855.203281
193.93772,131,1856.070926
177.016271,131,1856.966094
212.370891,131,1857.83374
178.30521,131,1858.687674
199.669694,131,1859.534885
32.467964,131,1860.384233
205.897966,131,1861.200662
176.566949,131,1862.041653
128.785415,131,1862.895039
119.279742,131,1863.764329
138.202671,131,1864.651826
160.776222,131,1865.536279
156.918384,131,1866.43853
174.382654,131,1880.303757
212.266448,131,1881.09707
157.520142,131,1881.885775
192.564537,131,1882.706906
205.124051,131,1883.4691
70.317679,119,1884.20516
103.996408,131,1885.08695
177.646994,131,1885.871244
218.258701,131,1886.722034
147.609308,131,1887.590522
187.969941,131,1888.403984
161.713866,131,1889.163678
26.194243,103,1889.8246
167.812731,131,1890.616448
212.632202,131,1891.448739
187.61664,131,1892.324488
167.301128,131,1893.162743
188.913395,131,1893.974176
133.096239,131,1894.84858
108.73286,131,1895.802507
205.921195,131,1896.693697
133.558797,131,1897.55222
161.036592,131,1898.472908
190.433842,131,1899.4647
183.486522,131,1900.443612
187.314042,131,1901.348958
142.148329,131,1902.244388
181.99944,131,1903.174474
106.191569,131,1904.181661
69.178981,119,1904.998141
162.693457,131,1905.894331
212.485949,131,1906.81175
146.798004,131,1918.041701
196.127844,131,1918.898687
202.68234,131,1919.705303
193.112075,131,1920.576595
207.261104,131,1921.409399
218.536858,131,1922.235603
174.546694,131,1923.073625
166.997552,131,1923.894891
142.326226,131,1924.734403
161.564944,131,1925.585563
181.052713,131,1926.402012
187.031173,131,1927.307713
177.892275,131,1928.181215
186.799666,131,1929.017066
154.497738,131,1929.897817
133.962493,131,1930.775187
165.766972,131,1931.670111
187.236188,131,1932.553684
198.417565,131,1933.378874
190.269212,131,1934.214234
186.887219,131,1935.114232
162.904235,131,1936.021735
188.779848,131,1936.896353
202.783747,131,1937.787206
199.560347,131,1938.666293
140.455284,131,1939.485674
204.253903,131,1940.268808
210.395467,131,1941.079203
182.752506,131,1941.890316
137.70952,131,1942.697497
193.396377,131,1943.555657
205.299516,131,1954.892793
203.022285,131,1955.749058
104.718636,131,1956.600446
167.690791,131,1957.50058
72.566517,131,1958.42101
113.975709,131,1959.32747
203.415891,131,1960.225697
116.95432,131,1961.114038
186.567437,131,1962.001799
166.091908,131,1962.931878
148.355963,131,1963.850506
186.797024,131,1964.726398
85.863093,131,1965.604539
180.697991,131,1966.464162
210.625264,131,1967.566974
214.197525,131,1968.33992
161.708444,131,1969.109187
37.416259,131,1969.934764
225.161543,131,1970.725618
-0.144802,131,1971.575619
143.523513,131,1972.429379
210.528901,131,1973.274313
149.169809,131,1974.151306
166.822303,131,1975.034367
192.045537,131,1975.915876
139.889222,131,1976.828799
206.470206,131,1977.700562
152.25203,131,1978.5438
190.394777,131,1979.403875
217.724073,131,1980.246019
132.245822,131,1981.096273
25.371899,124,1981.815903
199.581858,131,1993.144331
139.966119,131,1993.783996
190.497886,131,1994.376447
218.824999,131,1994.927317
139.899936,131,1995.495501
192.463771,131,1996.091503
210.699812,131,1996.709063
101.48632,131,1997.327228
186.858826,131,1997.934959
197.912025,131,1998.566048
187.084531,131,1999.280721
139.912226,131,1999.97564
197.192991,131,2000.666253
123.793276,131,2001.329228
219.658274,131,2001.972096
199.575912,131,2002.621596
179.396856,131,2003.19113
172.144472,131,2003.77898
183.952015,131,2004.349889
204.28747,131,2004.972711
161.771379,131,2005.60359
180.929487,131,2006.165814
226.826188,131,2006.748319
145.134516,131,2007.319433
186.196814,131,2007.966988
190.947535,131,2008.666496
160.558042,131,2009.523181
174.064203,131,2010.588877
213.643191,131,2011.493209
165.665144,131,2012.299091
143.023509,131,2013.011994
199.68901,131,2021.858012
205.492434,131,2022.439862
177.389836,131,2022.990693
187.282048,131,2023.542591
174.285055,131,2024.109671
209.633643,131,2024.680943
186.692094,131,2025.270664
199.577932,131,2025.791446
181.062168,131,2026.312398
199.817863,131,2026.841589
192.084046,131,2027.398921
188.714474,131,2027.891608
30.319904,131,2028.382661
177.706119,131,2028.921922
212.110157,131,2029.450863
203.147807,131,2030.00461
148.970958,131,2030.526426
212.094495,131,2031.018568
107.932902,131,2031.502106
211.931812,131,2032.085815
162.032,131,2032.606925
190.660739,131,2033.132114
133.041458,131,2033.666675
168.86232,131,2034.208628
208.019343,131,2034.73426
38.551295,131,2035.220732
117.804609,131,2035.730437
98.248595,131,2036.197122
199.446408,131,2036.743077
127.923314,131,2037.237772
205.748676,131,2037.701945
178.488718,131,2047.047963
187.068443,131,2047.515578
150.574776,131,2048.000422
193.679281,131,2048.530041
224.40715,131,2049.020968
165.189595,131,2049.494991
206.052991,131,2049.960076
150.04101,131,2050.467869
211.84168,131,2050.971116
120.003773,131,2051.471005
199.632957,131,2051.993582
146.616414,131,2052.550217
190.65312,131,2053.062712
169.646497,131,2053.643602
180.43456,131,2054.14081
192.018054,131,2054.635033
147.296435,131,2055.120622
154.553744,131,2055.592206
197.692409,131,2056.086502
211.499452,131,2056.593449
178.52325,131,2057.147494
199.684293,131,2057.665802
196.748769,131,2058.164743
185.912551,131,2058.65905
177.103339,131,2059.161698
205.888622,131,2059.652391
169.490176,131,2060.145726
206.110451,131,2060.674021
176.426457,131,2061.200425
162.133766,131,2061.768375
201.204549,131,2062.275364
49.34917,131,2070.624824
177.849459,131,2071.111771
212.227439,131,2071.588421
218.677385,131,2072.071487
116.589546,131,2072.574338
177.005639,131,2073.110806
188.241326,131,2073.620319
192.214763,131,2074.161572
199.208783,131,2074.69033
185.020903,131,2075.274397
110.935406,131,2075.792847
193.386112,131,2076.515652
206.560711,131,2077.021398
180.774384,131,2077.574024
227.005093,131,2078.111312
174.614145,131,2078.615539
199.643619,131,2079.11924
205.465346,131,2079.59685
203.774654,131,2080.10713
113.057508,131,2080.57694
194.394041,131,2081.087688
186.724909,131,2081.585182
185.662637,131,2082.140915
144.462102,131,2082.653578
184.529484,131,2083.193778
196.618752,131,2083.710847
176.685086,131,2084.231143
203.695678,131,2084.799634
210.983451,131,2085.332108
186.224564,131,2085.885448
183.610758,131,2086.395057
211.532426,131,2086.928058
117.407396,131,2095.43575
152.574895,131,2095.978488
152.305996,127,2096.47935
225.297382,131,2096.981703
183.48693,131,2097.488706
190.30275,131,2098.035335
208.290795,131,2098.564783
155.60053,131,2099.05723
218.307872,131,2099.535463
202.371883,131,2100.023989
191.007384,131,2100.531367
173.067898,131,2101.043863
177.396199,131,2101.584275
203.013259,131,2102.139631
216.232052,131,2102.722421
64.035579,131,2103.251177
212.016086,131,2103.737417
141.423318,131,2104.2447
185.276318,131,2104.768994
141.146612,131,2105.28836
193.785342,131,2105.798464
199.647695,131,2106.347202
184.919802,131,2106.856131
176.703506,131,2107.385415
210.452615,131,2107.901143
210.044484,131,2108.57445
201.578222,131,2109.269733
152.136923,131,2109.871209
187.612156,131,2110.487498
160.756544,131,2111.06373
131.17612,131,2111.703327
186.844698,131,2120.572958
173.098547,131,2121.121202
177.52519,131,2121.6538
173.140608,131,2122.258957
189.82982,131,2122.905842
206.082565,131,2123.581525
136.667081,131,2124.587577
147.249537,131,2125.418749
132.176133,131,2126.056869
204.820725,131,2126.594424
211.999251,131,2127.17086
195.093715,131,2127.70868
191.950178,131,2128.250252
150.626535,131,2128.737084
217.161048,131,2129.259013
173.909957,131,2129.763666
70.121083,131,2130.794586
117.817036,131,2132.196503
186.462321,131,2133.381356
150.121992,131,2134.273222
211.554577,131,2135.047694
176.073318,131,2135.734455
171.04473,131,2136.324682
190.885655,131,2136.903573
210.110845,131,2137.575777
170.207567,131,2138.196022
200.810573,131,2138.82065
186.476958,131,2139.466543
205.545896,131,2140.138412
161.006933,131,2140.733803
187.780232,131,2141.375168
186.811659,131,2151.830782
211.744319,131,2152.805684
194.382491,131,2153.791183
210.780025,131,2154.638944
183.814517,131,2155.425778
210.659014,131,2156.367286
199.586034,131,2157.36165
128.861378,130,2158.172763
199.393236,131,2159.049163
187.950787,131,2159.891597
165.363367,131,2160.722416
186.703027,131,2161.626848
174.672886,131,2162.448722
185.135978,131,2163.336929
164.610179,131,2164.185141
195.001627,131,2165.127772
201.901409,131,2165.990246
207.662391,131,2166.865633
173.871129,131,2167.801821
193.580059,131,2168.720342
199.512859,131,2169.679636
217.147778,131,2170.569276
172.291576,131,2171.402194
150.305252,131,2172.336169
219.298426,131,2173.224686
138.721644,131,2174.102654
199.65213,131,2175.037848
209.953199,131,2175.94314
30.370299,131,2176.874566
144.209742,131,2177.704159
216.847034,131,2178.453431
187.171785,131,2179.26053
199.37141,131,2195.326587
153.946393,131,2196.485149
199.796169,131,2197.568566
181.72342,131,2198.672683
163.812231,131,2199.806994
189.99194,131,2200.962673
184.647725,131,2202.135189
182.557969,131,2203.295706
171.063432,131,2204.395239
175.344453,131,2205.511608
202.59684,131,2206.612859
212.413311,131,2207.708169
119.151365,131,2208.852979
184.005541,131,2209.983214
216.950964,131,2211.101936
165.344977,131,2212.296572
170.63667,131,2213.472589
187.120694,131,2214.601543
186.935111,131,2215.718345
162.995106,131,2216.828172
206.643682,131,2217.854862
59.074604,113,2218.813179
207.169276,131,2219.886448
211.680837,131,2220.821768
177.055729,131,2221.745625
176.728487,131,2222.672541
149.005311,131,2223.619706
149.966213,131,2224.580076
180.972967,131,2225.482921
133.858175,131,2226.384767
189.533591,131,2227.313415
146.068477,131,2239.369617
222.825607,131,2240.325074
106.464979,131,2241.278285
109.822265,131,2242.170837
225.273005,131,2243.108781
90.854982,131,2244.050762
171.04691,131,2244.983053
158.428301,131,2245.9073
215.58292,131,2246.783072
189.081206,131,2247.692739
227.250866,131,2248.590334
124.283182,131,2249.471817
178.296568,131,2250.464314
179.232979,131,2251.425817
213.478123,131,2252.328972
172.682376,131,2253.221854
174.519616,131,2254.118254
210.166387,131,2255.036594
197.766573,131,2255.997811
205.212561,131,2256.887999
116.477632,131,2257.752688
209.133794,131,2258.664647
179.6387,131,2259.556975
210.658136,131,2260.45768
160.887137,131,2261.355085
217.764907,131,2262.326108
176.439768,131,2263.229679
185.372442,131,2264.218987
196.159076,131,2265.130386
166.718935,131,2266.067731
159.565934,131,2266.987531
187.002178,131,2278.549151
186.964763,131,2279.475088
195.030972,131,2280.429997
188.09859,131,2281.374799
186.248799,131,2282.293008
194.906748,131,2283.275022
211.239876,131,2284.190916
18.856255,131,2285.103923
178.827035,131,2286.077723
148.512321,131,2287.065418
193.603369,131,2288.108967
145.072214,131,2289.173321
187.143786,131,2290.239579
164.663388,131,2291.303295
183.627879,131,2292.384375
206.272196,131,2293.41479
123.834177,131,2294.546721
204.960413,131,2295.673694
167.380516,131,2296.888959
218.006573,131,2297.989199
210.582654,131,2298.976859
110.766132,131,2300.116852
199.4867,131,2301.197001
16.317521,131,2302.274511
178.860895,131,2303.517804
126.053007,131,2304.522741
180.288246,131,2305.592926
204.056806,131,2306.654813
212.256316,131,2307.581854
211.846914,131,2308.553705
199.684025,131,2309.610903
217.589564,131,2322.010742
211.700431,131,2322.923448
199.47228,131,2323.831441
199.644243,131,2324.81991
124.413592,131,2325.77936
210.245458,131,2326.700394
153.616477,131,2327.651744
147.118429,131,2328.585001
149.725898,131,2329.506778
186.90352,131,2330.494231
221.7636,131,2331.442179
141.922278,131,2332.358439
212.284184,131,2333.345965
188.335623,131,2334.269443
198.331188,131,2335.24099
206.403746,131,2336.241003
186.722925,131,2337.144166
211.271419,131,2338.044804
160.504026,131,2338.899071
211.715478,131,2339.75773
134.769836,131,2340.682212
205.775815,131,2341.57026
222.589378,131,2342.488031
199.619593,131,2343.379834
208.759915,131,2344.270517
210.593734,131,2345.170815
186.541511,131,2346.070004
64.833345,131,2347.056457
212.397351,131,2347.99392
199.152902,131,2348.949677
166.847252,131,2349.88909
205.819503,131,2350.774161
187.170341,131,2362.100318
200.15538,131,2362.961582
123.606736,131,2363.890826
197.388652,131,2364.740486
207.925673,131,2365.609909
57.46849,131,2366.471996
203.855151,131,2367.313644
174.634787,131,2368.19353
186.388723,131,2369.063187
172.513102,131,2369.941337
-5.394458,131,2370.789099
199.641628,131,2371.582916
199.64071,131,2372.475842
207.190033,131,2373.287889
186.939138,131,2374.133065
201.575088,131,2375.011348
153.163897,131,2375.929784
210.304208,131,2376.854928
117.195424,131,2377.837314
176.794312,131,2378.826261
161.204376,131,2379.78158
155.83746,131,2380.74493
159.286442,131,2381.645432
212.545107,131,2382.576904
199.651462,131,2383.516449
148.11275,131,2384.433525
152.464137,131,2385.326039
182.277373,131,2386.228153
125.884643,131,2387.108281
186.717563,131,2388.004114
214.876983,131,2388.930643
135.028335,131,2405.323527
159.903503,131,2406.262316
161.808599,131,2407.12703
162.529989,131,2408.042134
58.33193,131,2408.876379
212.614301,131,2409.735687
184.695335,131,2410.654163
208.973551,131,2411.569897
210.103131,131,2412.533587
175.093262,131,2413.47795
186.03138,131,2414.360636
100.255638,131,2415.537324
188.8072,131,2416.442536
204.038834,131,2417.329313
129.525252,131,2418.24063
190.094645,131,2419.15064
176.873473,131,2420.03113
185.857706,131,2420.930137
142.314111,131,2421.831907
209.38807,131,2422.721754
152.589693,131,2423.602979
227.673949,131,2424.52967
81.305904,131,2425.478837
177.81305,131,2426.388728
201.081354,131,2427.277441
194.112926,131,2428.131245
179.690611,131,2429.033578
206.505983,131,2429.895062
210.129707,131,2430.730488
189.095869,131,2431.613512
209.610009,131,2432.450055
209.605319,131,2445.316734
194.362443,131,2446.193762
194.628622,131,2447.030274
208.596478,131,2447.870028
210.757259,131,2448.681449
213.156445,131,2449.472033
209.142635,131,2450.349642
168.623623,131,2451.292322
197.839824,131,2452.20974
218.912147,131,2453.143672
187.666019,131,2454.053668
210.31449,131,2454.96366
190.238137,131,2455.856026
170.137691,131,2456.732297
126.481342,131,2457.654478
155.972336,131,2458.565939
186.944083,131,2459.448148
149.031883,131,2460.349406
138.392624,131,2461.264869
186.929571,131,2462.140822
166.841193,131,2463.033691
152.992218,131,2463.952183
208.545722,131,2464.862966
185.313237,131,2465.741966
199.648305,131,2466.623018
111.438324,131,2467.508239
70.157586,115,2468.371138
157.131447,131,2469.271593
198.626668,131,2470.151936
209.038655,131,2471.060347
213.009413,131,2471.933853
186.747183,131,2472.7369
211.70226,131,2485.373441
178.518756,131,2486.158994
196.591458,131,2486.974502
206.488135,131,2487.795848
200.980624,131,2488.630337
191.753949,131,2489.488499
164.317666,131,2490.336915
211.51483,131,2491.179428
205.139366,131,2492.009501
210.871405,131,2492.865441
166.372642,131,2493.710541
214.352756,131,2494.608561
216.376915,131,2495.508193
186.681228,131,2496.329483
168.001989,131,2497.175534
218.124364,131,2498.044994
198.491015,131,2498.8715
179.499192,131,2499.78632
194.685771,131,2500.582556
213.37443,131,2501.392806
178.240229,131,2502.260233
166.523256,131,2503.096138
182.868415,131,2503.947148
184.267961,131,2504.791073
152.329338,131,2505.675887
186.060387,131,2506.567877
195.549285,131,2507.440429
199.626586,131,2508.250514
199.5592,131,2509.080472
209.41766,131,2509.898814
188.356962,131,2510.714575
188.82797,131,2523.00011
136.917959,131,2523.769974
186.989558,131,2524.554623
187.978861,131,2525.408285
211.945725,131,2526.300991
183.308846,131,2527.147891
154.93376,131,2528.009833
199.084821,131,2528.888469
152.685999,131,2529.739532
108.506545,131,2530.617349
140.424132,131,2531.475385
60.716998,131,2532.343625
212.885126,131,2533.255834
92.444772,131,2534.131792
159.089671,131,2535.015206
199.616587,131,2535.891706
187.294987,131,2536.755787
205.160265,131,2537.649907
69.376897,131,2538.481889
76.923294,131,2539.375982
136.683164,131,2540.19947
170.736343,131,2541.06283
211.931454,131,2541.926978
196.549338,131,2542.80542
210.775412,131,2543.621821
211.661693,131,2544.465494
211.537068,131,2545.418216
78.698355,131,2546.354355
175.660151,131,2547.287947
187.106812,131,2548.244787
35.661986,131,2549.147328
106.89041,131,2562.08496
186.927916,131,2563.001318
160.439046,131,2563.925757
177.981616,131,2564.806919
185.511469,131,2565.807276
204.92195,131,2566.736468
151.374034,131,2567.679979
154.386407,128,2568.616032
173.379841,131,2569.569846
178.153028,131,2570.51161
175.401726,131,2571.432575
50.266223,131,2572.402616
141.254178,131,2573.316005
160.563407,131,2574.227295
186.237528,131,2575.165086
211.838855,131,2576.063
149.249025,131,2577.003876
172.783703,131,2577.889829
187.255227,131,2578.802079
211.587274,131,2579.695995
106.233584,131,2580.581861
180.23833,131,2581.457707
194.198012,131,2582.393417
189.264395,131,2583.280816
138.498038,131,2584.252791
186.877101,131,2585.195556
200.896231,131,2586.089192
210.095466,131,2587.020339
179.489585,131,2587.948268
218.565355,131,2588.891905
192.042259,131,2589.813246
194.060418,131,2590.688019
198.177255,131,2606.196748
132.061384,131,2607.130834
205.361244,131,2608.089863
220.937967,131,2608.990715
119.885362,131,2609.91244
211.647614,131,2610.962248
160.81467,131,2611.922512
172.305302,131,2612.887248
200.399296,131,2613.844124
187.128771,131,2614.744416
188.64902,131,2615.688971
156.589538,131,2616.605254
212.029607,131,2617.566528
126.245642,131,2618.577315
185.964592,131,2619.554251
166.661665,131,2620.458705
155.365289,131,2621.423982
207.685756,131,2622.384374
185.957924,131,2623.294275
179.272329,131,2624.195188
222.094851,131,2625.046617
207.17849,131,2625.941366
199.468119,131,2626.850413
202.605702,131,2627.811194
203.324112,131,2628.818222
188.090848,131,2629.727264
157.474236,131,2630.666811
215.866223,131,2631.635996
217.408919,131,2632.569253
120.813687,131,2633.546084
199.623702,131,2634.47941
196.610582,131,2646.754154
202.818646,131,2647.605803
111.528695,131,2648.446626
75.623852,131,2649.351121
101.990677,131,2650.268439
154.35316,131,2651.140983
136.1656,131,2652.024606
104.272452,131,2652.904858
174.675994,131,2653.799645
157.63908,131,2654.722031
157.073941,131,2655.633283
216.47822,131,2656.547328
184.984656,131,2657.58079
210.742879,131,2658.585179
177.284485,131,2659.517286
211.747839,131,2660.425529
151.906704,131,2661.375696
157.348899,131,2662.268171
186.876868,131,2663.151946
190.063924,131,2664.078517
176.123952,131,2665.001617
160.602682,131,2665.854552
202.53511,131,2666.821759
196.572665,131,2667.782535
109.00362,131,2668.764962
101.229397,131,2669.700501
158.867783,131,2670.581672
144.951858,131,2671.516952
199.620959,131,2672.424659
185.174933,131,2673.382781
49.426981,131,2674.332044
176.794213,131,2686.607067
215.948972,131,2687.537573
203.05382,131,2688.465591
222.814066,131,2689.407976
151.789104,131,2690.378891
149.048918,131,2691.483841
188.060434,131,2692.750932
145.539964,131,2693.804183
209.030504,131,2694.72082
210.706488,131,2695.645474
210.133341,131,2696.585769
177.889682,131,2697.580519
212.013007,131,2698.519544
195.374976,131,2699.477721
147.347554,131,2700.44126
172.801873,131,2701.449076
187.809832,131,2702.420217
171.695115,131,2703.39447
199.63548,131,2704.408152
198.55624,131,2705.4189
176.857123,131,2706.397916
212.903978,131,2707.35134
199.092687,131,2708.330745
199.552294,131,2709.29483
190.41652,131,2710.240214
203.366446,131,2711.250366
168.371667,131,2712.255797
191.683864,131,2713.208725
199.556148,131,2714.1261
177.820407,131,2715.060191
104.453902,131,2715.991999
210.644979,131,2728.027926
150.777668,131,2728.976017
211.79287,131,2729.915981
129.024743,131,2730.777362
162.092086,131,2731.658095
162.203996,131,2732.537102
199.796452,131,2733.414611
212.163223,131,2734.356403
143.925805,131,2735.369993
51.884547,131,2736.263513
7.425396,131,2737.263979
97.944627,131,2738.131585
156.398169,131,2739.027381
184.021166,131,2739.913249
178.159009,131,2740.745346
171.871875,131,2741.656239
195.662322,131,2742.586669
212.238929,131,2743.511317
175.153422,131,2744.418506
139.609102,131,2745.32614
212.741952,131,2746.241806
81.880214,131,2747.157377
138.342695,131,2748.082404
173.129501,131,2749.054149
146.877135,131,2749.949073
177.957501,131,2750.899805
172.268495,131,2751.858351
199.628412,131,2752.736125
191.206985,131,2753.686819
130.247124,131,2754.619001
66.399745,131,2755.59451
75.983753,131,2756.540087
150.972776,131,2768.505882
172.390734,131,2769.458846
205.214257,131,2770.367198
120.91516,131,2771.280089
86.311228,131,2772.275337
186.994015,131,2773.237207
193.755807,131,2774.176869
136.86347,131,2775.145596
118.502785,131,2776.15502
162.563356,131,2777.093029
123.362685,131,2778.051236
207.366595,131,2779.064898
133.617004,131,2780.077561
167.280022,131,2781.089449
151.758474,131,2782.063009
227.392382,131,2783.075142
164.550185,131,2784.095186
99.155438,131,2785.051244
135.774999,131,2786.051629
177.962913,131,2787.011235
159.031425,131,2787.998346
211.937481,131,2788.947724
160.847056,131,2789.92716
149.710573,131,2790.963448
171.364597,131,2791.966853
113.427945,131,2793.040632
131.437196,131,2794.091889
186.56326,131,2795.063057
147.016669,131,2796.047673
40.728313,131,2797.116757
154.336631,131,2798.133127
136.879668,131,2815.265929
101.251353,131,2816.362185
65.717885,131,2817.371427
25.373081,131,2818.60408
174.152177,131,2819.673826
161.97832,131,2820.746843
172.424233,131,2821.874646
168.36873,131,2822.935072
154.594504,131,2824.014081
199.088605,131,2825.15385
174.488969,131,2826.199066
176.879375,131,2827.153674
185.817548,131,2828.128075
113.903316,131,2829.162519
170.662898,131,2830.101756
157.683086,131,2831.045954
187.049212,131,2832.017907
199.636295,131,2832.999522
191.925517,131,2833.954716
77.414261,131,2834.928736
171.108284,131,2835.870012
183.49569,131,2836.80703
177.99063,131,2837.727027
44.692887,109,2838.485171
206.079707,131,2839.42759
126.793081,131,2840.41504
149.151582,131,2841.385271
211.230101,131,2842.338315
173.967937,131,2843.295836
189.942909,131,2844.249808
174.643778,131,2845.202601
176.711883,131,2857.821377
165.621392,131,2858.744313
187.340118,131,2859.699378
71.160082,131,2860.676086
148.392507,131,2861.515893
153.396896,131,2862.392499
145.605602,131,2863.23888
177.240399,131,2864.130328
140.771022,131,2864.986069
169.271925,131,2865.852967
63.43642,131,2866.833183
212.096581,131,2867.740943
118.495014,131,2868.638058
134.269317,131,2869.486543
179.529082,131,2870.364036
133.886777,131,2871.346425
182.831004,131,2872.314948
156.567218,131,2873.317699
158.725878,131,2874.331935
188.029351,131,2875.317796
209.34376,131,2876.325828
211.235497,131,2877.281697
172.325801,131,2878.241272
79.038045,131,2879.245057
163.185719,131,2880.22067
212.858328,131,2881.173651
198.291126,131,2882.099468
180.553559,131,2883.016504
147.212965,131,2883.959151
173.157672,131,2884.860672
194.747447,131,2885.830394
142.43688,131,2886.860935
-956.602943,131,2898.331005
-1412.108262,131,2898.501801
-1105.257195,131,2898.667946
-1021.946558,131,2898.909848
-1012.130685,131,2899.115857
-975.758654,131,2899.30783
-1208.280912,131,2899.472365
-1212.932778,131,2899.777395
-1119.684362,131,2900.165355
-944.590476,131,2900.593635
-952.250586,131,2900.980847
-936.878647,131,2901.381742
-887.934923,131,2901.824584
-807.579918,131,2902.224949
-949.549046,131,2902.646324
-1113.91325,131,2903.098475
-807.486247,131,2903.511999
-937.135672,131,2903.965967
-1201.792807,131,2904.38842
-1012.081343,131,2904.804584
-975.969827,131,2905.275903
-1037.029253,131,2905.74862
-600.951632,131,2906.219619
-1007.614289,131,2906.689896
-838.864542,131,2907.105803
-852.28931,131,2907.513839
-638.12389,131,2907.961049
-963.264055,131,2908.38483
-975.349921,131,2908.893305
-877.500793,131,2909.316329
-999.563067,131,2909.787749
-875.319901,131,2910.202225
-1044.653102,131,2910.649246
-857.550634,131,2911.177133
-737.649189,131,2911.636346
-833.152592,131,2912.03196
-936.841906,131,2912.437951
-780.260389,131,2912.855105
-756.566372,131,2913.380847
-725.72243,131,2913.803077
-622.784665,131,2914.252536
-796.70904,131,2914.713527
-596.51164,131,2915.199759
-682.57177,131,2915.696916
-650.364865,131,2916.15034
-797.831111,131,2916.606879
-756.681981,131,2917.083673
-612.092334,131,2917.573905
-656.404145,131,2918.115379
-706.836575,131,2918.597635
-682.724743,131,2919.201153
-772.349336,131,2919.661403
-794.589762,131,2920.111315
-521.884468,131,2920.59202
-735.452332,131,2921.02073
-332.726425,131,2921.485901
-732.506257,131,2921.942907
-575.749667,131,2922.4236
-405.368378,131,2922.951303
-707.702671,131,2923.42983
-627.113383,131,2923.998335
-397.910938,131,2924.493832
-538.185012,131,2925.007166
-933.270949,131,2925.474379
-774.544778,131,2925.955857
-537.899519,131,2926.395764
-471.500531,131,2926.843425
-537.937034,131,2927.320578
-311.602491,131,2927.821906
-469.832362,131,2928.235927
-411.032274,131,2928.697187
-631.877264,131,2929.163484
-487.14518,131,2929.658093
-508.275073,131,2930.132531
-210.65731,131,2930.609144
-427.318106,131,2931.110654
-371.974973,131,2931.611462
-446.93149,131,2932.144178
-731.605505,131,2932.665149
-257.302315,131,2933.179637
-605.24727,131,2933.687069
-462.019782,131,2934.303602
-730.288894,131,2934.803414
-285.897998,131,2935.271379
-427.183724,131,2935.710298
-163.661691,131,2936.195851
-387.045294,131,2936.714703
-398.014487,131,2937.188176
-255.177404,131,2937.668069
-550.357539,131,2938.134118
-380.000213,131,2938.600973
-463.175382,131,2939.094232
-400.267887,131,2939.628264
-561.056578,131,2940.122543
-376.727039,131,2940.619906
-388.478342,131,2941.120332
-213.849026,131,2941.651377
-737.928534,131,2942.176843
-507.242526,131,2942.707126
-281.725821,131,2943.201427
-371.621429,131,2943.845581
-357.029096,131,2944.32989
-238.005772,131,2944.891975
-356.506201,131,2945.387401
-350.350927,131,2945.867753
-25.76779,131,2946.397933
-637.923348,131,2946.912982
-638.86671,131,2947.401346
-113.045469,131,2947.925359
-343.854031,131,2948.433636
-400.376357,131,2948.956949
-313.274654,131,2949.583264
-261.924709,131,2950.117362
75.322558,131,2950.683026
-375.383989,131,2951.223572
-744.401935,131,2951.687878
14.257121,131,2952.19423
-188.825294,131,2952.694461
-356.823154,131,2953.231917
-286.8311,131,2953.753564
-437.769979,131,2954.309183
-52.932072,131,2954.885237
-233.213181,131,2955.49739
-218.241688,131,2956.064976
-172.179614,131,2956.626342
142.595716,131,2957.159358
-164.167002,131,2957.719244
-177.244049,131,2958.244141
-132.797813,131,2958.783575
-162.049648,131,2959.313142
111.544216,131,2959.86246
-187.325515,131,2960.416272
-213.38577,131,2960.975655
-254.632498,131,2961.508131
-271.991896,131,2962.02569
-47.536825,131,2962.584
-177.018912,131,2963.131796
-30.853052,131,2963.757898
-246.783603,131,2964.298705
-96.885874,131,2964.893339
-41.394933,131,2965.468561
8.169038,131,2966.013044
-271.112908,131,2966.571918
-125.278408,131,2967.145686
-115.148654,131,2967.650512
186.548151,131,2968.185299
61.315329,131,2968.686768
-187.587358,131,2969.178163
-174.982915,131,2969.721892
-177.742816,131,2970.264983
5.214952,131,2970.791525
-185.379028,131,2971.327731
-102.141932,131,2971.896531
30.869497,131,2972.394543
211.155751,131,2972.932314
-144.800957,131,2973.462093
199.575971,131,2974.085601
-121.986337,131,2974.660661
53.090528,131,2975.232574
-137.675256,131,2975.789212
-200.384646,131,2976.409965
-25.351105,131,2977.069974
-365.130642,131,2977.652394
225.234299,131,2978.257206
-168.407973,131,2978.835896
-243.319755,131,2979.435073
-153.943199,131,2980.02971
142.587576,131,2980.671135
89.44035,131,2981.337601
-269.917172,131,2981.975226
102.15136,131,2982.581335
25.561785,131,2983.246514
62.083861,131,2983.841527
38.319476,131,2984.462691
168.480878,131,2985.038802
38.597345,131,2985.571762
163.953934,131,2986.149114
129.89338,131,2986.666448
136.97672,131,2987.217494
-145.927225,131,2987.79882
19.551611,131,2988.426775
130.704986,131,2989.058829
26.802369,131,2989.659338
1.5589,131,2990.273508
154.154177,131,2991.037994
134.035776,131,2991.645063
-104.745231,131,2992.280996
176.114578,131,2992.947035
87.465942,131,2993.675147
20.894607,131,2994.297478
133.693685,131,2994.954232
138.796761,131,2995.653518
187.518704,131,2996.27722
112.623621,131,2996.89933
66.603226,131,2997.575094
-0.510685,131,2998.22404
138.071308,131,2998.888915
85.522854,131,2999.49968
-101.658064,110,2999.994121
4.607528,131,3000.550009
75.551753,131,3001.133942
