#{"t_start": 1726147402.2825823, "env_id": "None"}
r,l,t
66.824136,131,3001.726082
24.079975,102,3002.224963
199.692353,131,3002.792303
-154.745231,131,3003.426346
188.388986,131,3003.990447
20.247953,131,3004.615042
44.917267,131,3005.236118
140.830447,131,3005.817363
45.619602,131,3006.423753
200.075427,131,3007.091169
-108.854341,131,3007.707268
185.304438,131,3008.308345
-283.184434,131,3008.926275
85.287039,131,3009.596702
-22.338146,131,3010.190154
140.809503,131,3010.8034
164.306214,131,3011.432945
-37.565043,131,3012.088074
161.820414,131,3012.728081
6.783173,92,3013.270595
77.464687,131,3014.025459
65.239288,131,3014.702412
-1.422307,131,3015.321883
212.336683,131,3015.936808
19.919096,100,3016.438473
82.030119,131,3017.063684
20.247454,131,3017.730527
64.528653,131,3018.395777
13.13206,96,3018.875257
3.247663,131,3019.489838
40.368275,131,3020.128933
60.204284,131,3020.798799
66.724836,131,3021.442757
148.070674,131,3022.066756
14.37966,131,3022.669536
47.599103,114,3023.208048
188.127179,131,3023.815134
-61.464736,131,3024.414754
161.250355,131,3024.988801
154.098962,131,3025.84001
133.922449,131,3026.45527
132.706613,131,3027.066144
44.521069,131,3027.69448
143.106525,131,3028.317892
138.783085,131,3028.952912
178.232618,131,3029.536198
6.790248,92,3030.013988
67.847374,131,3030.610092
140.830447,131,3031.237855
2.748712,131,3031.847817
2.514606,131,3032.455619
150.852946,130,3033.070071
138.84336,131,3033.697457
-63.737026,131,3034.319404
169.924423,131,3034.974678
36.189258,131,3035.616577
6.780792,92,3036.078497
138.64738,131,3036.688065
188.127179,131,3037.374729
139.833545,129,3038.015863
79.844622,131,3038.674551
26.525966,103,3039.269427
139.382951,131,3039.873493
68.354364,131,3040.509939
47.219391,131,3041.102588
187.951147,131,3041.714479
47.214211,131,3042.345926
176.594691,131,3042.926166
112.617922,131,3043.52578
71.403433,122,3044.115153
131.875868,131,3044.77752
19.786442,100,3045.298823
19.890415,100,3045.824019
159.308145,131,3046.503757
-163.400586,131,3047.17715
187.300591,131,3047.882184
148.317938,130,3048.544959
91.974321,131,3049.221461
127.091613,131,3049.8927
107.454817,131,3050.579114
92.009205,131,3051.271563
109.278522,131,3051.943542
138.052634,131,3052.544113
71.594652,131,3053.186554
200.25922,131,3053.823301
20.247821,131,3054.486149
155.315262,131,3055.033577
-83.310027,131,3055.66907
36.605692,131,3056.393722
9.188998,131,3057.072601
212.487141,131,3057.710022
94.280848,131,3058.435685
-81.883488,131,3059.091481
45.74111,131,3059.764007
45.721781,131,3060.410748
20.266176,131,3061.09511
198.60101,131,3061.740242
112.615983,131,3062.420254
87.898358,131,3063.088535
199.824933,131,3063.725323
119.527195,127,3064.39218
169.131732,131,3065.017847
130.093033,131,3065.682723
47.939431,131,3066.656654
94.937616,131,3067.345173
132.266704,131,3067.99723
159.272553,131,3068.574444
-89.050795,130,3069.211144
112.25131,131,3069.842053
74.980774,131,3070.482745
186.775726,131,3071.126668
-83.934525,131,3071.707093
58.399576,131,3072.426108
74.73282,131,3073.095408
68.272318,131,3073.713962
186.106932,131,3074.287655
61.586827,131,3074.909169
20.24749,131,3075.520802
42.353032,131,3076.121312
111.754448,131,3076.708637
67.012097,131,3077.341885
162.501904,131,3077.908351
155.445731,131,3078.540187
166.874344,131,3079.195199
2.405839,131,3079.833786
77.478821,131,3080.452601
9.903723,94,3080.919946
152.199375,131,3081.553446
166.589099,131,3082.1887
44.008672,131,3082.811503
132.753298,131,3083.418526
200.117778,131,3084.088105
127.139512,127,3084.721514
188.398318,131,3085.324406
65.637906,131,3085.952049
166.70168,131,3086.596646
162.408543,131,3087.201423
112.934247,131,3087.80412
77.488438,131,3088.428652
-36.15664,131,3089.065207
200.254384,131,3089.662259
200.301508,131,3090.247805
-138.745928,131,3090.876949
118.929667,127,3091.493499
77.513676,131,3092.125367
188.127179,131,3092.730575
187.414908,131,3093.384431
38.945338,131,3093.975825
140.760335,131,3094.605869
105.639227,131,3095.228893
-44.502878,131,3095.881241
88.03219,131,3096.530916
119.958054,131,3097.137109
167.616915,131,3097.752361
-29.754207,131,3098.417962
35.719962,131,3099.049895
199.278297,131,3099.705763
99.919033,131,3100.331913
-11.543189,131,3100.941208
147.777007,131,3101.541742
48.18073,110,3102.070465
-4.223598,131,3102.714957
199.653621,131,3103.350827
92.009205,131,3103.99875
113.043817,131,3104.638253
88.419941,131,3105.35298
44.646227,131,3106.033304
187.548757,131,3106.654969
92.668112,131,3107.351966
187.839814,131,3107.965661
62.566915,131,3108.608467
199.844643,131,3109.191312
144.39086,131,3109.773434
2.804682,131,3110.389931
104.550315,131,3111.009584
79.445074,131,3111.624553
-42.079175,93,3112.105845
88.455859,131,3112.761619
89.78737,131,3113.384622
132.933262,131,3114.030794
23.393559,130,3114.74533
-92.097406,93,3115.269629
125.055369,131,3115.918025
98.416655,131,3116.561516
169.060261,131,3117.196301
148.103817,131,3117.809232
188.100497,131,3118.401463
70.729322,131,3119.075257
136.582657,131,3119.720069
-1.472779,102,3120.254687
118.926381,127,3120.905306
212.336683,131,3121.544595
173.315005,131,3122.161965
134.584971,127,3122.774672
34.998324,131,3123.438672
19.297419,100,3123.954942
94.374399,131,3124.585029
140.830447,131,3125.241355
62.561241,118,3125.881139
199.686226,131,3126.542545
133.720481,128,3127.191077
174.044432,131,3127.84356
200.222644,131,3128.516008
159.113276,131,3129.164779
26.127158,103,3129.678345
-142.075497,93,3130.167405
91.029537,131,3130.808922
79.758622,131,3131.450723
213.953934,131,3132.115208
135.98224,130,3132.758315
214.69172,131,3133.398658
36.277722,131,3134.341324
138.464599,131,3135.00562
144.653185,131,3135.724131
64.691668,131,3136.356117
170.753243,131,3136.981228
42.009205,131,3137.634357
45.776402,131,3138.255396
6.528699,92,3138.729641
140.648542,131,3139.356508
1.426121,131,3140.032522
141.381173,131,3140.691049
199.691686,131,3141.307098
52.737765,131,3141.931464
132.460439,131,3142.607921
77.857518,131,3143.246217
138.821264,131,3143.857829
127.218353,127,3144.478997
73.347461,131,3145.173188
159.48574,131,3145.801414
7.882521,93,3146.31006
68.062482,131,3146.989173
66.79237,131,3147.620549
7.460439,131,3148.215892
91.944948,131,3148.852504
91.944948,131,3149.550019
7.432491,93,3150.04727
51.438498,131,3150.711455
87.348955,131,3151.35327
-17.157393,131,3152.006542
78.996796,131,3152.607945
132.454817,131,3153.205125
36.273885,131,3153.855525
199.844853,131,3154.507078
19.914055,100,3154.994528
115.045961,131,3155.649074
137.487141,131,3156.325343
90.830447,131,3156.935093
-12.277146,131,3157.524048
140.350581,131,3158.140585
141.020973,131,3158.783
47.390013,131,3159.448232
77.182224,131,3160.067345
159.120154,131,3160.772866
19.387323,100,3161.307048
185.958429,131,3161.923152
-54.741568,131,3162.531355
180.371376,131,3163.168746
91.035703,131,3163.793305
31.68536,131,3164.399495
200.259692,131,3164.999725
5.717669,92,3165.469945
157.98913,131,3166.111951
47.127047,131,3166.753244
36.280762,131,3167.408192
152.122904,130,3168.019309
-105.176047,100,3168.474573
48.113376,110,3168.99735
138.783085,131,3169.603537
92.010257,131,3170.221415
157.234471,131,3170.814659
140.830447,131,3171.47418
-32.56084,131,3172.138081
-63.110385,131,3172.764288
-98.438702,131,3173.38799
20.256037,131,3174.013492
163.127179,131,3174.637465
142.391593,131,3175.252422
61.773019,131,3175.947219
148.62021,131,3176.62578
186.670434,131,3177.253891
45.86608,131,3177.928285
134.017317,131,3178.551044
140.896647,131,3179.169099
-78.044788,127,3179.827023
137.671256,131,3180.461574
131.596423,131,3181.100018
9.777858,94,3181.587993
66.145659,131,3182.241979
9.906308,94,3182.742548
167.283856,131,3183.371516
57.181323,131,3183.970418
48.270462,110,3184.5462
51.590732,131,3185.213197
93.702816,131,3185.851825
11.423886,95,3186.373333
84.701797,131,3187.028908
114.246915,131,3187.62989
101.786559,131,3188.271862
-13.092128,131,3188.936685
-54.767755,131,3189.573784
117.30859,131,3190.201083
135.660029,131,3190.794648
212.817088,131,3191.448811
51.349713,131,3192.087601
77.813679,131,3192.708926
100.259692,131,3193.336358
81.731658,131,3194.021156
100.611162,131,3194.600812
132.312467,131,3195.195756
131.801393,131,3195.838213
125.130772,131,3196.440741
119.490112,127,3197.059975
147.843091,131,3197.664696
38.98466,131,3198.301013
156.938905,131,3198.929206
95.933778,131,3199.546105
92.883665,131,3200.190356
57.445295,131,3200.856935
7.853962,93,3201.307321
6.247842,131,3201.945161
7.876065,93,3202.438086
212.487141,131,3203.107421
-29.74878,131,3203.825072
48.688911,131,3204.524981
155.069079,131,3205.121595
109.470671,131,3205.764809
20.202394,131,3206.431008
6.759168,92,3206.878937
138.84336,131,3207.474422
168.590696,131,3208.118981
-11.149886,131,3208.71093
86.336243,131,3209.338701
157.549331,131,3209.972957
151.5814,131,3210.608042
212.44418,131,3211.246777
126.938009,131,3211.952758
1.12542,131,3212.654361
165.095578,131,3213.274418
24.080771,102,3213.756336
75.583064,131,3214.382453
80.994638,131,3215.089955
103.909498,126,3215.698945
50.719906,131,3216.418459
119.75888,131,3217.0405
74.087949,131,3217.594985
38.424941,131,3218.190368
152.382009,129,3218.793854
76.375028,131,3219.41219
-7.440422,131,3220.041218
52.011353,131,3220.716096
93.60213,131,3221.337172
66.606404,131,3222.008204
38.938149,131,3222.669505
52.356503,131,3223.289959
168.715784,131,3223.995521
-66.720847,131,3224.705249
185.473007,131,3225.406393
21.812514,101,3225.956348
-549.065961,131,3226.646691
130.650864,131,3227.326894
146.183488,131,3227.968923
104.537742,131,3228.630978
85.079483,131,3229.357572
-192.309305,131,3229.989513
182.520282,131,3230.646044
43.730911,131,3231.331727
85.183758,131,3232.009952
59.625279,131,3232.69772
110.441413,131,3233.385145
138.559442,131,3234.103722
80.788362,131,3234.786683
-162.664516,131,3235.496392
186.262531,131,3236.192524
102.375937,131,3236.924196
-162.481809,131,3237.640069
186.548001,131,3238.33476
199.855076,131,3238.972528
128.266332,127,3239.651628
16.390697,131,3240.363533
199.881756,131,3240.977298
213.260991,131,3241.59053
-3.076494,131,3242.226891
-200.673534,131,3242.895446
110.590702,130,3243.622921
112.637012,131,3244.25068
160.614007,131,3244.8888
186.00207,131,3245.530476
212.227421,131,3246.110718
-92.159344,131,3246.721358
124.205808,131,3247.357939
29.289332,131,3248.060915
169.381648,131,3248.729218
22.993872,110,3249.270565
98.204906,131,3249.997436
138.428135,131,3250.624738
-23.217349,131,3251.243788
86.267485,131,3251.862459
211.717294,131,3252.500198
-31.303662,131,3253.074587
164.54736,131,3253.90608
31.636457,131,3254.607363
19.664894,100,3255.150555
73.291434,131,3255.804943
119.958054,131,3256.451686
91.016593,131,3257.143825
174.77265,131,3257.868115
144.942502,131,3258.563021
166.617953,131,3259.266383
163.304411,131,3259.929654
114.64395,131,3260.593162
121.855196,131,3261.343599
98.245158,131,3262.018858
167.292943,131,3262.713527
47.676491,131,3263.354266
129.061217,131,3264.018124
157.388136,131,3264.644813
138.046611,131,3265.251286
143.26849,127,3265.85863
110.516703,131,3266.557078
188.136024,131,3267.219716
156.29045,131,3267.837014
138.804528,131,3268.473842
103.7625,131,3269.074926
51.59153,131,3269.66818
144.727044,131,3270.266834
3.074122,84,3270.703675
54.563353,131,3271.344839
98.580753,131,3271.970496
20.202534,131,3272.570714
77.526495,131,3273.246653
196.1122,131,3273.844347
210.439333,131,3274.441712
154.374942,131,3275.030201
142.592411,131,3275.669197
199.714572,131,3276.326688
197.248497,131,3276.934728
-27.665575,131,3277.578695
167.480074,131,3278.261634
167.958505,131,3278.850646
87.696106,131,3279.45929
171.56325,131,3280.074476
220.503228,131,3280.694271
119.994243,131,3281.319917
89.399632,131,3281.940796
99.779363,131,3282.55613
46.191019,131,3283.183919
41.869787,131,3283.832571
92.426902,131,3284.4473
101.6511,131,3285.11542
89.93631,131,3285.725018
134.640324,127,3286.322137
136.267917,131,3286.949251
96.921705,131,3287.553137
30.58417,131,3288.193204
138.153336,131,3288.860936
199.806502,131,3289.497948
179.692679,131,3290.10172
55.879748,131,3290.705197
73.268208,131,3291.323305
53.633773,131,3291.933742
112.368718,131,3292.543461
66.183079,131,3293.145001
186.754823,131,3293.788421
1.855481,79,3294.2255
67.851467,131,3294.827997
158.751534,131,3295.434857
200.136246,131,3296.028967
140.325741,131,3296.667787
5.972461,92,3297.141078
65.566791,131,3297.831616
155.774273,131,3298.475052
167.575484,131,3299.105768
174.714572,131,3299.708991
100.321505,131,3300.342013
107.78828,131,3300.973729
-195.074224,131,3301.623514
187.468211,131,3302.248288
88.84336,131,3302.860558
211.238719,131,3303.506824
6.390579,131,3304.104805
44.221888,131,3304.764879
-4.797466,131,3305.412841
44.390559,109,3305.888197
3.457696,85,3306.251039
74.310946,131,3306.831398
24.680823,131,3307.367234
180.303368,131,3307.921644
91.940257,131,3308.480541
81.457335,131,3309.059155
70.75091,131,3309.601197
14.26128,131,3310.204644
-19.302499,131,3310.812633
-57.78354,131,3311.411169
193.525629,131,3312.083115
36.574883,131,3312.716012
90.684278,131,3313.340532
137.086599,131,3313.930381
200.222644,131,3314.515481
78.399102,131,3315.155637
161.359295,131,3315.724514
161.191814,131,3316.414917
199.557086,131,3316.983601
199.597509,131,3317.550651
-90.864051,131,3318.072115
164.505635,131,3318.627617
186.647022,131,3319.236722
150.254638,131,3319.866583
175.254384,131,3320.507667
162.501702,131,3321.093213
17.931123,131,3321.626203
187.277783,131,3322.186663
107.296416,131,3322.724886
211.446755,131,3323.254588
3.021987,84,3323.70078
95.695339,131,3324.332472
213.691208,131,3324.913853
3.074254,84,3325.419679
110.210808,131,3325.9979
185.988767,131,3326.607109
141.776018,131,3327.157739
-36.412557,131,3327.752899
186.368539,131,3328.464464
140.816287,131,3329.115956
84.167632,131,3329.720674
27.550953,107,3330.279014
199.656383,131,3330.918206
91.031026,131,3331.545242
3.004669,131,3332.148795
79.853771,131,3332.736278
186.754823,131,3333.352347
11.473369,95,3333.818589
77.910195,131,3334.444895
199.672883,131,3335.076107
125.634288,131,3335.684029
20.489549,101,3336.242612
186.43725,131,3336.9316
29.552866,105,3337.426843
61.443653,131,3338.036641
212.1255,131,3338.638366
185.894059,131,3339.265561
135.857172,131,3339.846477
186.815993,131,3340.429131
161.766001,131,3341.009865
10.175826,94,3341.466745
87.844072,131,3342.034257
114.503976,131,3342.640038
-58.57804,131,3343.311163
-29.421918,131,3343.965919
121.964445,131,3344.600358
128.472534,131,3345.223448
187.051633,131,3345.853568
79.758622,131,3346.49378
0.481309,131,3347.147929
73.897739,131,3347.788943
119.520999,127,3348.397652
129.54925,131,3349.044853
172.568093,131,3349.651014
207.41266,131,3350.278377
153.906403,131,3350.897619
162.487141,131,3351.505081
-2.752576,131,3352.153008
136.667871,131,3352.773936
120.452413,131,3353.37029
163.053657,131,3353.970501
210.500491,131,3354.575954
136.567957,131,3355.222215
44.649023,109,3355.767143
-12.434518,96,3356.222996
73.897981,131,3356.862191
11.473369,95,3357.349321
125.42152,131,3358.01414
20.506422,131,3358.675523
117.585769,131,3359.283578
131.664721,131,3359.929241
44.451976,109,3360.442631
-22.272074,131,3361.053557
82.472961,131,3361.722114
136.276801,131,3362.361259
154.759556,131,3362.999391
93.032919,131,3363.61979
139.653538,131,3364.254436
14.097123,131,3364.839092
129.678682,131,3365.421844
122.843966,131,3366.062483
199.284322,131,3366.723943
119.359357,127,3367.292957
9.390152,128,3367.914157
49.432307,131,3368.555908
210.035637,131,3369.176456
199.925065,131,3369.780412
104.550228,131,3370.376624
194.104591,131,3370.978857
118.390264,131,3371.556838
88.35767,131,3372.158796
140.918839,131,3372.730917
131.727542,131,3373.42733
113.871879,131,3374.092771
51.123143,131,3374.679978
-4.833247,131,3375.207064
62.392439,131,3375.771015
82.472961,131,3376.296061
11.473369,95,3376.699157
173.748903,131,3377.23904
5.797487,92,3377.660136
102.17864,131,3378.229966
-69.128804,131,3378.818764
-40.871014,131,3379.430454
126.443559,131,3380.018928
11.457503,95,3380.504622
200.030294,131,3381.119962
3.457696,85,3381.552642
156.02182,131,3382.171745
3.144705,84,3382.622215
199.277756,131,3383.264069
144.01548,131,3383.897325
211.238719,131,3384.52433
10.177165,94,3385.095169
-152.766193,131,3385.650201
88.304356,131,3386.237862
-18.133462,131,3386.844242
121.22695,131,3387.455786
26.978441,105,3387.939925
137.94651,131,3388.571147
88.751607,131,3389.239622
20.477482,131,3389.91874
189.69172,131,3390.533483
103.992622,131,3391.225758
58.173814,131,3391.909106
141.716422,131,3392.61509
24.530738,131,3393.240216
156.633612,131,3393.804583
100.546729,131,3394.414898
61.400719,131,3395.010865
11.473369,95,3395.42509
72.052348,131,3396.007684
60.059475,131,3396.60039
212.395877,131,3397.212554
-207.058848,131,3397.817205
84.529813,131,3398.460114
61.516202,131,3399.169177
131.87564,131,3399.907373
20.202394,131,3400.578562
155.644411,131,3401.47733
79.199528,131,3402.117784
119.958054,131,3402.704987
37.186401,131,3403.399443
186.153141,131,3404.108861
162.94651,131,3404.770741
88.730479,131,3405.441907
-9.497424,131,3406.116305
174.34199,131,3406.792845
-128.402267,131,3407.500204
153.976998,131,3408.179672
134.060126,131,3408.837256
117.843318,131,3409.403122
101.624372,131,3410.025957
64.961262,131,3410.699847
111.111767,131,3411.283715
107.455842,131,3411.873788
131.985852,131,3412.476759
42.613613,131,3413.085886
161.059745,131,3413.658817
135.613357,131,3414.232387
44.59871,109,3414.701423
153.20303,131,3415.285358
-9.60012,131,3415.87416
190.635826,131,3416.543729
10.239474,94,3417.014238
212.487141,131,3417.636489
211.238719,131,3418.244231
69.20591,131,3418.89018
66.6044,131,3419.495317
131.656296,131,3420.132334
82.504252,131,3420.794676
137.185709,131,3421.442798
200.254384,131,3422.07545
112.771206,131,3422.716666
110.638816,131,3423.316077
82.472961,131,3423.927003
152.680556,131,3424.584832
38.561076,131,3425.239099
130.345998,131,3425.868402
97.676516,131,3426.484763
127.894375,131,3427.149608
70.582043,131,3427.783282
65.64219,131,3428.412439
137.640037,131,3428.946805
-62.938058,131,3429.526141
68.19701,131,3430.085143
140.88152,131,3430.627772
134.003574,131,3431.208565
106.522059,131,3431.873362
146.634499,131,3432.485519
170.459663,131,3433.092865
132.321191,131,3433.719033
140.94849,131,3434.339411
100.901633,131,3434.968855
33.734519,131,3435.603829
130.045033,131,3436.284046
119.427779,127,3436.846517
136.701198,131,3437.385325
82.547067,131,3437.930776
200.254384,131,3438.512622
153.423345,131,3439.078112
90.600413,131,3439.668271
-49.143484,131,3440.277742
93.280651,131,3440.917245
23.110859,131,3441.531782
119.026655,127,3442.118577
-79.490046,131,3442.690014
180.032111,131,3443.295275
91.609371,131,3443.923005
199.62083,131,3444.487276
20.202394,131,3445.063355
144.902392,129,3445.669504
-27.770679,131,3446.285265
154.234414,131,3446.899046
168.65358,131,3447.483553
-25.751647,129,3448.136894
199.685883,131,3448.726338
127.008472,131,3449.288537
120.444297,131,3449.907892
143.399692,131,3450.48648
138.804414,131,3451.079555
75.763089,131,3451.675179
160.925607,131,3452.285567
199.693132,131,3452.894888
92.956991,131,3453.526297
140.37263,131,3454.12001
164.087572,131,3454.730623
138.804528,131,3455.346074
77.741136,131,3455.953612
199.692353,131,3456.591305
129.133131,131,3457.44162
61.362179,131,3458.061874
157.430574,131,3458.658805
127.304797,131,3459.265129
200.254384,131,3459.849961
34.627167,131,3460.47381
119.956976,131,3461.092648
199.119321,131,3461.720698
9.071386,131,3462.361646
37.48955,131,3462.994555
24.346692,131,3463.658481
123.546813,131,3464.291569
109.016332,131,3464.881169
200.254384,131,3465.476061
-264.666737,131,3466.060392
154.105225,131,3466.762947
78.762112,131,3467.407372
115.706641,131,3468.015718
-195.541776,131,3468.670842
6.403948,92,3469.133614
185.215317,131,3469.751479
79.358506,131,3470.369113
102.047144,131,3470.984044
134.696274,131,3471.568712
48.487545,131,3472.204443
92.009205,131,3472.787357
138.702958,131,3473.400226
-29.708855,131,3474.015668
140.94849,131,3474.649473
132.372437,131,3475.277375
159.055415,131,3475.885544
162.4133,131,3476.478724
3.144705,84,3476.886643
131.875656,131,3477.479894
200.254384,131,3478.103201
142.80554,131,3478.699332
186.640901,131,3479.310053
-47.934933,131,3479.925202
44.013509,131,3480.57843
92.530625,131,3481.18162
95.504855,131,3481.773928
156.693335,131,3482.379534
199.709608,131,3482.982855
-30.264302,131,3483.565967
166.842644,131,3484.176387
89.77288,131,3484.791975
-38.204258,131,3485.455987
197.536924,131,3486.013786
47.024988,131,3486.588362
119.520999,127,3487.191406
81.562464,131,3487.861897
137.717238,131,3488.445699
127.256302,131,3489.066681
5.974069,92,3489.58138
148.782354,131,3490.272321
199.692548,131,3490.937213
37.357643,131,3491.602323
128.040419,131,3492.318606
91.561488,131,3492.980976
194.8408,131,3493.643971
165.254075,131,3494.314625
160.626367,131,3494.991606
211.238719,131,3495.672834
96.009928,131,3496.354115
128.861787,131,3496.971054
116.327776,131,3497.605709
74.696784,131,3498.284239
213.883503,131,3498.873386
85.592575,131,3499.51011
74.388916,131,3500.185566
162.888344,131,3500.850873
140.94849,131,3501.544609
152.402858,131,3502.19965
186.734212,131,3502.856616
200.254384,131,3503.57018
10.216204,94,3504.060753
9.500424,131,3504.725517
90.419029,131,3505.390817
44.70934,109,3505.929024
200.254384,131,3506.571792
20.202394,131,3507.184648
79.95064,131,3507.798019
126.731607,131,3508.431144
36.710305,131,3509.10279
173.986907,131,3509.718477
185.628142,131,3510.342822
115.19289,129,3511.028679
6.453048,92,3511.489729
141.609474,131,3512.089322
147.900855,131,3512.721121
187.021262,131,3513.386686
119.520999,127,3513.98578
140.561327,131,3514.616066
186.286871,131,3515.240078
155.593138,131,3515.901721
134.897436,127,3516.475302
178.466898,131,3517.117159
48.434771,131,3517.762718
109.343682,131,3518.393063
150.475408,131,3519.026484
-5.526938,100,3519.52529
3.144705,84,3519.956785
140.635752,131,3520.568675
136.637492,131,3521.203655
136.701797,131,3521.832522
64.84881,131,3522.463249
62.060948,131,3523.040179
211.748809,131,3523.645657
35.61379,131,3524.269751
31.825507,131,3524.928631
163.090509,131,3525.544922
187.573703,131,3526.171804
44.64756,109,3526.674109
43.92267,131,3527.330699
158.520237,131,3527.918449
200.254384,131,3528.519653
145.106881,131,3529.126798
139.898914,131,3529.7425
48.219559,110,3530.241188
38.178318,131,3530.839365
75.078278,131,3531.47201
126.235114,131,3532.136189
56.473238,131,3532.783393
132.854434,131,3533.369199
118.892058,127,3534.020503
133.004129,131,3534.605224
212.487141,131,3535.193994
66.961714,131,3535.813741
143.392121,131,3536.462735
82.831706,131,3537.088532
132.590986,131,3537.707379
140.247575,131,3538.306954
79.938754,131,3538.975503
177.100546,131,3539.553698
211.238719,131,3540.181548
141.875859,131,3540.816244
-9.497419,131,3541.414241
132.322018,131,3542.012754
36.623919,131,3542.596162
44.552575,109,3543.089141
135.689885,131,3543.714427
46.307179,131,3544.316748
13.131634,96,3544.759116
199.685883,131,3545.389622
169.588856,131,3546.002611
3.144705,84,3546.405397
34.570675,131,3547.026911
200.254384,131,3547.622395
211.238719,131,3548.225837
136.284578,131,3548.808017
49.8269,131,3549.422577
95.278971,131,3550.075972
96.280197,131,3550.742151
94.266108,131,3551.392675
-0.753373,129,3551.999722
125.259692,131,3552.659519
142.49863,131,3553.293948
155.736732,131,3553.938449
-29.797466,131,3554.557746
100.875644,131,3555.191334
15.158362,131,3555.794438
109.901785,131,3556.419947
72.479244,131,3557.03581
140.558088,131,3557.654882
130.892604,131,3558.293252
147.161665,131,3558.917858
165.380022,131,3559.568523
170.536995,131,3560.191356
118.665393,131,3560.811296
11.659162,95,3561.270575
96.195991,131,3561.96515
131.613282,131,3562.598852
61.420181,131,3563.228729
83.019409,131,3563.88601
144.62277,131,3564.527826
42.249449,131,3565.134466
168.65653,131,3565.738799
165.012095,131,3566.346134
206.727137,131,3567.01391
187.790712,131,3567.653318
138.819204,131,3568.295699
105.173893,131,3568.968042
118.382444,131,3569.672559
44.649221,109,3570.202032
19.631227,100,3570.698594
-37.615888,131,3571.391568
141.500678,131,3572.06738
79.186953,131,3572.752602
124.138961,131,3573.435897
92.675578,131,3574.144356
137.940865,131,3574.762729
70.632018,131,3575.441835
11.828536,131,3576.131337
-4.510735,131,3576.844115
74.725621,131,3577.529196
140.88152,131,3578.155331
186.591486,131,3578.791814
10.236178,94,3579.317473
183.894477,131,3579.97098
199.284429,131,3580.637628
50.440199,131,3581.294765
20.475666,131,3581.998576
71.422141,131,3582.700105
171.005306,131,3583.403816
130.892604,131,3584.06564
132.45549,131,3584.758054
66.998639,131,3585.439577
30.595269,131,3586.071902
213.144618,131,3586.701549
109.004401,131,3587.31885
112.485492,131,3587.964451
10.36441,94,3588.417084
1.855481,79,3588.826209
37.51993,131,3589.445487
187.105835,131,3590.075737
160.933129,131,3590.636368
171.482888,131,3591.263707
166.001498,131,3591.814912
80.535569,131,3592.490785
206.055975,131,3593.09375
201.576729,131,3593.679829
44.451976,109,3594.213418
212.487141,131,3594.890317
39.113896,131,3595.538099
85.922991,131,3596.177064
104.427079,131,3596.757369
130.806987,131,3597.392318
156.66753,131,3597.983462
87.316411,124,3598.556868
157.756518,131,3599.159361
116.754711,131,3599.785083
210.849021,131,3600.394885
160.899065,131,3601.040803
75.358816,131,3601.709733
21.075891,131,3602.347127
135.186871,131,3602.948622
157.372279,131,3603.65831
24.423882,131,3604.376605
65.942218,131,3604.993936
97.76084,131,3605.628449
171.402784,131,3606.249602
192.386591,131,3606.863369
128.262127,131,3607.478633
176.686506,131,3608.078596
66.311731,131,3608.729474
139.059728,131,3609.312262
12.169879,131,3609.885579
140.110879,131,3610.454772
187.505382,131,3611.085994
95.296338,131,3611.703008
143.73821,131,3612.294374
212.487141,131,3612.891686
132.120375,131,3613.554383
97.437975,131,3614.199512
131.498852,131,3614.792717
1.855481,79,3615.185913
138.044616,131,3615.829797
119.520999,127,3616.449097
133.564763,131,3617.045015
104.928054,131,3617.659061
51.168225,131,3618.311901
157.767214,131,3618.933022
200.254384,131,3619.571732
82.623311,131,3620.173461
-41.877103,131,3620.758478
173.524159,131,3621.327286
25.821805,131,3621.886157
155.158878,131,3622.507313
184.690855,131,3623.140676
147.254808,131,3623.752999
78.449183,131,3624.411587
91.991586,131,3625.056983
93.107382,131,3625.658871
156.537192,131,3626.267055
130.014419,131,3626.884696
141.652461,131,3627.501586
199.729213,131,3628.138338
180.038888,131,3628.771698
200.254384,131,3629.396966
92.769427,131,3630.033883
77.75225,131,3630.652381
146.186021,131,3631.249717
113.796714,131,3631.875828
44.539612,109,3632.388821
170.463318,131,3632.999055
191.968118,131,3633.605585
176.409902,131,3634.188049
146.046429,131,3634.832546
165.985791,131,3635.405725
136.888492,131,3636.021758
212.487141,131,3636.642693
101.255247,131,3637.304494
133.167387,131,3637.91072
165.038514,131,3638.502551
95.837464,131,3639.128359
182.231,131,3639.714298
85.661033,131,3640.330873
184.864491,131,3640.949486
121.072694,131,3641.559648
70.394211,131,3642.174147
144.843291,131,3642.78953
138.84336,131,3643.396257
60.415618,131,3644.046287
70.520455,131,3644.685245
185.135623,131,3645.305443
132.487651,131,3645.978191
216.89445,131,3646.599439
116.308261,131,3647.168204
61.362179,131,3647.807869
141.085,131,3648.416729
79.701174,131,3649.028879
213.923426,131,3649.625736
73.89798,131,3650.219186
45.497115,131,3650.847087
108.789279,131,3651.415678
104.145958,131,3652.029992
196.366387,131,3652.632003
195.245284,131,3653.28408
171.647786,131,3653.895839
151.336432,131,3654.469659
21.683249,101,3654.962412
213.193592,131,3655.569114
167.893009,131,3656.161991
210.680816,131,3656.730953
111.357155,131,3657.302146
153.412682,131,3657.915383
200.254384,131,3658.511157
63.250683,131,3659.102551
199.692217,131,3659.703303
80.91244,131,3660.343331
43.16622,123,3660.954206
159.149563,131,3661.619832
205.151528,131,3662.316322
67.62528,131,3662.963612
